Module,num,Kind,Table,No,BusinessTerm,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,RelationObjectClassTermQualifier,RelationObjectClassTerm,Level,PK_REF,ATTRIBUTE,DOMAIN
7.PPE,774,BBIE,PPE MASTER,1281,Tag Number,PPE Master_ List. Tag Number. Code,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or is system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Master,List,Tag Number,Code,,,,,,,TAG NUMBER,TEXT 60
7.PPE,775,BBIE,PPE MASTER,1282,Type Code,PPE Master_ List. Type Code. Code,The unique code of the PPE type. Shall match the Type_Code in the PPE_ Type table.,PPE Master,List,Type Code,Code,,,,,,,TYPE CODE,IDENTIFIER 60
7.PPE,776,BBIE,PPE MASTER,1283,PPE Name,PPE Master_ List. PPE Name. Code,The name of the PPE.,PPE Master,List,PPE Name,Code,,,,,,,PPE NAME,TEXT 60
7.PPE,777,BBIE,PPE MASTER,1284,PPE Feature,PPE Master_ List. PPE Feature. Code,"The feature is used to specify the PPE more clearly, for example, the brand, color, size and configuration.",PPE Master,List,PPE Feature,Code,,,,,,,PPE FEATURE,TEXT 60
7.PPE,778,BBIE,PPE MASTER,1285,Bar Code,PPE Master_ List. Bar Code. Code,"Universal Product Code or other external code, for example, the product code from a primary supplier.",PPE Master,List,Bar Code,Code,,,,,,,BAR CODE,TEXT 25
7.PPE,779,BBIE,PPE MASTER,1286,Purchase Order ID,PPE Master_ List. Purchase Order ID. Identifier,The unique identifier for the purchase order. Typically auto-generated by the system. May be set to NULL if the PPE is not generated from a purchase order. Otherwise shall match the Purchase_Order_ID in the PUR_Order_Details table.,PPE Master,List,Purchase Order ID,Identifier,,,,,,,PURCHASE ORDER ID,IDENTIFIER 100
7.PPE,780,BBIE,PPE MASTER,1287,Inventory Product ID,PPE Master_ List. Inventory Product ID. Identifier,The unique identifier for the inventory item. Typically auto-generated by the system. May be set to NULL if the PPE is not generated from inventory. Otherwise shall match the Inventory_Product_ID in the INV_Product table.,PPE Master,List,Inventory Product ID,Identifier,,,,,,,INVENTORY PRODUCT ID,IDENTIFIER 75
7.PPE,781,BBIE,PPE MASTER,1288,Serial Number,PPE Master_ List. Serial Number. Text,"The number associated with an individual PPE that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer be assigned a individual serial number).",PPE Master,List,Serial Number,Text,,,,,,,SERIAL NUMBER,TEXT 60
7.PPE,782,BBIE,PPE MASTER,1289,Lot Number,PPE Master_ List. Lot Number. Text,The number associated with a PPE that is used for tracking and managing the lot.,PPE Master,List,Lot Number,Text,,,,,,,LOT NUMBER,TEXT 60
7.PPE,783,BBIE,PPE MASTER,1290,Manufacturer,PPE Master_ List. Manufacturer. Text,Manufacturer of the PPE.,PPE Master,List,Manufacturer,Text,,,,,,,MANUFACTURER,TEXT 100
7.PPE,784,BBIE,PPE MASTER,1291,Supplier Account ID,PPE Master_ List. Supplier Account ID. Identifier,The unique identifier for the supplier. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,PPE Master,List,Supplier Account ID,Identifier,,,,,,,SUPPLIER ACCOUNT ID,IDENTIFIER 100
7.PPE,785,BBIE,PPE MASTER,1292,Location Description,PPE Master_ List. Location Description. Text,Description of the location where the PPE is placed.,PPE Master,List,Location Description,Text,,,,,,,LOCATION DESCRIPTION,TEXT 1000
7.PPE,786,BBIE,PPE MASTER,1293,Condition Name,PPE Master_ List. Condition Name. Text,"The name of various usage status of PPE, for example, asset in-use, not-in-use and not-in-use for seasonal reasons.",PPE Master,List,Condition Name,Text,,,,,,,CONDITION NAME,TEXT 60
7.PPE,787,BBIE,PPE MASTER,1294,Acquisition Date,PPE Master_ List. Acquisition. Date,Date that the PPE is acquired.,PPE Master,List,Acquisition,Date,,,,,,,ACQUISITION DATE,DATE
7.PPE,788,BBIE,PPE MASTER,1295,Posted Date,PPE Master_ List. Posted. Date,Date when PPE is posted into accounts.,PPE Master,List,Posted,Date,,,,,,,POSTED DATE,DATE
7.PPE,789,BBIE,PPE MASTER,1296,Placed Into Service Date,PPE Master_ List. Placed Into Service. Date,Date that PPE is placed into use.,PPE Master,List,Placed Into Service,Date,,,,,,,PLACED INTO SERVICE DATE,DATE
7.PPE,790,BBIE,PPE MASTER,1297,Quantity On Hand,PPE Master_ List. On Hand_ Quantity. Quantity,Quantity of PPE items on hand.,PPE Master,List,Quantity,Quantity,,,,,,,QUANTITY ON HAND,QUANTITY
7.PPE,791,BBIE,PPE MASTER,1298,a,PPE Master_ List. . (Component of Quantity),The code of measurement unit for measuring the quantity of the PPE. Shall match the UOM_Code in the BAS_Measurement_Unit table.,PPE Master,List,,(Component of Quantity),,,,,,,UOM CODE,MEASUREMENT UNIT CODE
7.PPE,792,BBIE,PPE MASTER,1299,Useful Life,PPE Master_ List. Useful Life. Numeric,Total useful life of PPE in months.,PPE Master,List,Useful Life,Numeric,,,,,,,USEFUL LIFE,NUMBER 4
7.PPE,793,BBIE,PPE MASTER,1300,Useful Life Remaining,PPE Master_ List. Useful Life Remaining. Numeric,Remaining useful life of PPE in months as of the report date.,PPE Master,List,Useful Life Remaining,Numeric,,,,,,,USEFUL LIFE REMAINING,NUMBER 4
7.PPE,794,BBIE,PPE MASTER,1301,Original Cost,PPE Master_ List. Original_ Cost. Amount,Original cost of PPE.,PPE Master,List,Cost,Amount,,,,,,,ORIGINAL COST,AMOUNT
7.PPE,795,BBIE,PPE MASTER,1302,Residual Value,PPE Master_ List. Residual_ Value. Amount,Residual value of PPE as of the report date. This value is typically calculated by an expected residual value ratio.,PPE Master,List,Value,Amount,,,,,,,RESIDUAL VALUE,AMOUNT
7.PPE,796,BBIE,PPE MASTER,1303,Accumulated Depreciation,PPE Master_ List. Accumulated_ Depreciation. Amount,The accumulated depreciation of PPE as of the report date.,PPE Master,List,Depreciation,Amount,,,,,,,ACCUMULATED DEPRECIATION,AMOUNT
7.PPE,797,BBIE,PPE MASTER,1304,Impairment Provision,PPE Master_ List. Impairment_ Provision. Amount,The impairment provision of PPE as of the report date.,PPE Master,List,Provision,Amount,,,,,,,IMPAIRMENT PROVISION,AMOUNT
7.PPE,798,BBIE,PPE MASTER,1305,Net Book Value,PPE Master_ List. Net Book_ Value. Amount,"Net book value of PPE as of the report date, which equals original cost minus accumulated depreciation and impairment provision.",PPE Master,List,Value,Amount,,,,,,,NET BOOK VALUE,AMOUNT
7.PPE,799,BBIE,PPE MASTER,1306,Replacement Cost,PPE Master_ List. Replacement_ Cost. Amount,The replacement cost of PPE as of the report date.,PPE Master,List,Cost,Amount,,,,,,,REPLACEMENT COST,AMOUNT
7.PPE,800,BBIE,PPE MASTER,1307,Fair Value,PPE Master_ List. Fair_ Value. Amount,Fair value of PPE as of the report date.,PPE Master,List,Value,Amount,,,,,,,FAIR VALUE,AMOUNT
7.PPE,801,BBIE,PPE MASTER,1308,Functional Currency Code,PPE Master_ List. Functional_ Currency Code. (Component of Code),The code of functional or group currency related to the balance (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,PPE Master,List,Currency Code,(Component of Code),,,,,,,FUNCTIONAL CURRENCY CODE,CURRENCY CODE
7.PPE,802,RLBIE,PPE MASTER,1309,PPE Account Number,PPE Master_ List. Defined. PPE_ Chart Of Accounts,The GL account number on which Balance Sheet amount is recognized after the asset has been put into operation. This number is either generated by manual input or generated by the system. Shall match the GL_Account_Number in the,PPE Master,List,Defined,,,,PPE,Chart Of Accounts,,REF,PPE ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
7.PPE,803,BBIE,PPE MASTER,1310,Impairment Provision ACC NUM,PPE Master_ List. Impairment Provision_ Account Number. Code,The GL account number on which Balance Sheet amount is recognized for impairment provision account. This number is either generated either by manual input or generated by the system. Shall match the GL_Account_Number in the BAS_Chart_of_Accounts table.,PPE Master,List,Account Number,Code,,,,,,,IMPAIRMENT PROVISION ACC NUM,GL ACCOUNT NUMBER 100
7.PPE,804,BBIE,PPE MASTER,1311,Accumulated Depreciation ACC NUM,PPE Master_ List. Accumulated Depreciation_ Account Number. Code,The GL account number on which Balance Sheet amount is recognized for accumulated depreciation. This number is either generated either by manual input or generated by the system. Shall match the GL_Account_Number in the,PPE Master,List,Account Number,Code,,,,,,,ACCUMULATED DEPRECIATION ACC NUM,GL ACCOUNT NUMBER 100
7.PPE,805,ASBIE,PPE MASTER,1312,Approved,PPE Master_ List. was. Approved_ Handling,,PPE Master,List,was,,,,,,,,APPROVED,was
7.PPE,806,ASBIE,PPE MASTER,1313,Created,PPE Master_ List. was. Created_ Handling,,PPE Master,List,was,,,,,,,,CREATED,was
7.PPE,807,ASBIE,PPE MASTER,1314,Last Modified,PPE Master_ List. was. Last Modified_ Handling,,PPE Master,List,was,,,,,,,,LAST MODIFIED,was
7.PPE,808,RLBIE,PPE MASTER,1315,Business Segment X,PPE Master_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Master,List,Defned,,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
7.PPE,809,IDBIE,PPE REMOVAL,1317,Removal ID,PPE Removal_ List. ID,The unique identifier for the removal entry. Typically auto-generated by the system.,PPE Removal,List,Identification,Identifier,,,,,,PK,REMOVAL ID,IDENTIFIER 60
7.PPE,810,RLBIE,PPE REMOVAL,1318,PPE ID,PPE Removal_ List. specified. PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Removal,List,specified,,,,,PPE Master,,REF,PPE ID,IDENTIFIER 100
7.PPE,811,BBIE,PPE REMOVAL,1319,Fiscal Year,PPE Removal_ List. Fiscal Year. Year_ Identifier,"Fiscal year in which the Removal_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Removal,List,Fiscal Year,Identifier,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
7.PPE,812,BBIE,PPE REMOVAL,1320,Accounting Period,PPE Removal_ List. Accounting Period. Period_ Identifier,"Accounting period in which the Removal_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",PPE Removal,List,Accounting Period,Identifier,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
7.PPE,813,BBIE,PPE REMOVAL,1321,Tag Number,PPE Removal_ List. Tag Number. Text,"The tag was commonly used when there was no ERP system to record PPE's state of the whole lifespan. Nowadays, some ERP systems still follow to use it in the business of PPE. The number is usually generated by manual input or is system generated; for example, when there is a PPE, a tag is created correspondingly. And each tag contains either one PPE or several PPEs. However, each PPE has its own PPE_ID as a unique identifier. If a tag only has one PPE, the PPE_ID is the same as the Tag_Number.",PPE Removal,List,Tag Number,Text,,,,,,,TAG NUMBER,TEXT 60
7.PPE,814,BBIE,PPE REMOVAL,1322,Removal Type Name,PPE Removal_ List. Removal Type Name. Text,"Description of the removal type; for example, sale, retirement, disposal or damaged.",PPE Removal,List,Removal Type Name,Text,,,,,,,REMOVAL TYPE NAME,TEXT 60
7.PPE,815,BBIE,PPE REMOVAL,1323,Removal Date,PPE Removal_ List. Removal Date. Date,The date that PPE is removed.,PPE Removal,List,Removal Date,Date,,,,,,,REMOVAL DATE,DATE
7.PPE,816,BBIE,PPE REMOVAL,1324,Removal Reason,PPE Removal_ List. Removal Reason. Text,The reason why there is a removal.,PPE Removal,List,Removal Reason,Text,,,,,,,REMOVAL REASON,TEXT 200
7.PPE,817,BBIE,PPE REMOVAL,1325,Removal Quantity,PPE Removal_ List. Removal_ Quantity. Quantity,The reduced quantity of PPE.,PPE Removal,List,Quantity,Quantity,,,,,,,REMOVAL QUANTITY,QUANTITY
7.PPE,818,BBIE,PPE REMOVAL,1326,Removal Original Cost,PPE Removal_ List. Removal Original_ Cost. Amount,The reduced original cost during the removal transaction.,PPE Removal,List,Cost,Amount,,,,,,,REMOVAL ORIGINAL COST,AMOUNT
7.PPE,819,BBIE,PPE REMOVAL,1327,Removal Accumulated Depreciation,PPE Removal_ List. Removal Accumulated_ Depreciation. Amount,The reduced accumulated depreciation during the removal transaction.,PPE Removal,List,Depreciation,Amount,,,,,,,REMOVAL ACCUMULATED DEPRECIATION,AMOUNT
7.PPE,820,BBIE,PPE REMOVAL,1328,Removal Impairment Provision,PPE Removal_ List. Removal Impairment_ Provision. Amount,The reduced impairment provision during the removal transaction.,PPE Removal,List,Provision,Amount,,,,,,,REMOVAL IMPAIRMENT PROVISION,AMOUNT
7.PPE,821,BBIE,PPE REMOVAL,1329,Removal Residual Value,PPE Removal_ List. Removal Residual_ Value. Amount,The reduced residual value during the removal transaction.,PPE Removal,List,Value,Amount,,,,,,,REMOVAL RESIDUAL VALUE,AMOUNT
7.PPE,822,BBIE,PPE REMOVAL,1330,Removal Cash Proceeds Amount,PPE Removal_ List. Removal Cash Proceeds Amount. Amount,The amount of cash proceeds received from the removal transaction.,PPE Removal,List,Removal Cash Proceeds Amount,Amount,,,,,,,REMOVAL CASH PROCEEDS AMOUNT,AMOUNT
7.PPE,823,BBIE,PPE REMOVAL,1331,Removal Non Cash Proceeds Amount,PPE Removal_ List. Removal Non Cash Proceeds Amount. Amount,The amount of non-cash proceeds received from the removal transaction.,PPE Removal,List,Removal Non Cash Proceeds Amount,Amount,,,,,,,REMOVAL NON CASH PROCEEDS AMOUNT,AMOUNT
7.PPE,824,BBIE,PPE REMOVAL,1332,Removal Expense,PPE Removal_ List. Removal_ Expense. Amount,The expense generated from the removal transaction.,PPE Removal,List,Expense,Amount,,,,,,,REMOVAL EXPENSE,AMOUNT
7.PPE,825,BBIE,PPE REMOVAL,1333,Unrealized Gain Loss Amount,PPE Removal_ List. Unrealized Gain Loss Amount. Amount,Amount of unrealized gain/loss recorded on the Balance Sheet of removal transaction.,PPE Removal,List,Unrealized Gain Loss Amount,Amount,,,,,,,UNREALIZED GAIN LOSS AMOUNT,AMOUNT
7.PPE,826,BBIE,PPE REMOVAL,1334,Realized Gain Loss Amount,PPE Removal_ List. Realized Gain Loss Amount. Amount,Amount of realized gain/loss recorded on the Income Statement related to the removal transaction.,PPE Removal,List,Realized Gain Loss Amount,Amount,,,,,,,REALIZED GAIN LOSS AMOUNT,AMOUNT
7.PPE,827,BBIE,PPE REMOVAL,1335,Functional Currency Code,PPE Removal_ List. Functional_ Currency Code. (Component of Code),The code of functional or group currency related to the balance (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,PPE Removal,List,Currency Code,(Component of Code),,,,,,,FUNCTIONAL CURRENCY CODE,CURRENCY CODE
7.PPE,828,RLBIE,PPE REMOVAL,1336,Unrealized Gain Loss ACC NUM,PPE Removal_ List. Unrealized Gain Loss_ Account Number.,The GL account number on which Balance Sheet amount is recorded for unrealized gain/loss. This number is either generated by manual input or generated by the system. Shall match the GL_Account_Number in the BAS_Chart_of_Accounts table.,PPE Removal,List,Account Number,Code,,,,,,REF,UNREALIZED GAIN LOSS ACC NUM,GL ACCOUNT NUMBER 100
