Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	"Definition
Mandatory"	Object Class Term	Property Term	Representation Term	Associated Object Class	Business Term(s)	Usage Rule(s)	Occurrence Min	Occurrence Max	Short Name
UN00002011	ASCC	Transport Equipment. Carried. Transport Equipment	"A piece of transport equipment carried on this piece of transport equipment, such as a container placed on a rail wagon."	Transport Equipment	Carried		Transport Equipment			0	unbounded	Carried Transport Equipment
UN00002012	ASCC	Transport Equipment. Contained. Transport Equipment	"A piece of transport equipment contained within this piece of transport equipment, such as a pallet."	Transport Equipment	Contained		Transport Equipment			0	unbounded	Contained Transport Equipment
UN00002013	ASCC	Transport Equipment. Setting. Temperature	"A temperature setting, such as storage temperature or operational temperature, for this piece of transport equipment."	Transport Equipment	Setting		Temperature			0	unbounded	Setting Temperature
UN00002014	ASCC	Transport Equipment. Specified. Transport Means	A transport means specified for this piece of transport equipment.	Transport Equipment	Specified		Transport Means			0	unbounded	Specified Transport Means
UN00002015	ASCC	Transport Equipment. Applicable. Service Charge	A service charge applicable to this piece of transport equipment.	Transport Equipment	Applicable		Service Charge			0	unbounded	Applicable Service Charge
UN00002016	ASCC	Transport Equipment. Loaded. Consignment Item	"A consignment item loaded onto, or into, this piece of transport equipment."	Transport Equipment	Loaded		Consignment Item			0	unbounded	Loaded Consignment Item
UN00002017	ASCC	Transport Equipment. Loading. Event	A loading event for this transport equipment.	Transport Equipment	Loading		Event	Stuffing		0	unbounded	Loading Event
UN00002018	ASCC	Transport Equipment. Unloading. Event	An unloading event for this transport equipment.	Transport Equipment	Unloading		Event	Stripping		0	unbounded	Unloading Event
UN00002019	ASCC	Transport Equipment. Storage. Event	"A storage event specifying when and where this piece of transport equipment will be, or has been, stored."	Transport Equipment	Storage		Event			0	unbounded	Storage Event
UN00002020	ASCC	Transport Equipment. Positioning. Event	"A positioning event specifying when and where this piece of transport equipment will be, or has been, positioned i.e. delivered and available for pick-up."	Transport Equipment	Positioning		Event			0	unbounded	Positioning Event
UN00002021	ASCC	Transport Equipment. Pick-Up. Event	"A pick-up event specifying when and where this piece of transport equipment will be, or has been, collected, i.e. picked-up by the carrier."	Transport Equipment	Pick-Up		Event			0	unbounded	Pick-Up Event
UN00002022	ASCC	Transport Equipment. Operating. Party	A party that operates this piece of transport equipment.	Transport Equipment	Operating		Party			0	unbounded	Operating Party
UN00002023	ASCC	Transport Equipment. Loading. Party	A party that loads this piece of transport equipment.	Transport Equipment	Loading		Party			0	unbounded	Loading Party
UN00002940	ASCC	Transport Equipment. Transport Services Buyer. Party	The transport services buyer party for this piece of transport equipment.	Transport Equipment	Transport Services Buyer		Party			0	1	Transport Services Buyer
UN00002941	ASCC	Transport Equipment. Invoicee. Party	The invoicee party for this piece of transport equipment.	Transport Equipment	Invoicee		Party			0	1	Invoicee
UN00002942	ASCC	Transport Equipment. Carrier. Party	A carrier party for this piece of transport equipment.	Transport Equipment	Carrier		Party			0	unbounded	Carrier
UN00002943	ASCC	Transport Equipment. Notified. Party	A party who has been or will be notified about this piece of transport equipment.	Transport Equipment	Notified		Party			0	unbounded	Notified Party
UN00002944	ASCC	Transport Equipment. Loading. Instructions	Loading instructions for this piece of transport equipment.	Transport Equipment	Loading		Instructions			0	unbounded	Loading Instructions
UN00002945	ASCC	Transport Equipment. Unloading. Instructions	Unloading instructions for this piece of transport equipment.	Transport Equipment	Unloading		Instructions			0	unbounded	Unloading Instructions
UN00002946	ASCC	Transport Equipment. Pre-Carriage. Transport Movement	A pre-carriage transport movement for this piece of transport equipment.	Transport Equipment	Pre-Carriage		Transport Movement			0	unbounded	Pre-Carriage Transport Movement
UN00002947	ASCC	Transport Equipment. Main Carriage. Transport Movement	A main carriage transport movement for this piece of transport equipment.	Transport Equipment	Main Carriage		Transport Movement			0	unbounded	Main Carriage Transport Movement
UN00002948	ASCC	Transport Equipment. On-Carriage. Transport Movement	An on-carriage transport movement for this piece of transport equipment.	Transport Equipment	On-Carriage		Transport Movement			0	unbounded	On-Carriage Transport Movement
UN00002949	ASCC	Transport Equipment. Reported. Status	A status reported for this piece of transport equipment.	Transport Equipment	Reported		Status			0	unbounded	Reported Status
UN00005964	ASCC	Transport Equipment. Repair. Party	A party responsible for the repair of this transport equipment.	Transport Equipment	Repair		Party			0	unbounded	Repair Party
UN00005965	ASCC	Transport Equipment. Unloading. Party	A party unloading this transport equipment.	Transport Equipment	Unloading		Party			0	unbounded	Unloading Party
UN00005966	ASCC	Transport Equipment. Owner. Party	A party who owns this transport equipment.	Transport Equipment	Owner		Party			0	unbounded	Owner
UN00005967	ASCC	Transport Equipment. Licence Issue. Country	A country issuing a licence for this transport equipment.	Transport Equipment	Licence Issue		Country			0	unbounded	Licence Issue Country
UN00006578	ASCC	Transport Equipment. Consolidation. Event	A consolidation event for this piece of transport equipment.	Transport Equipment	Consolidation		Event			0	unbounded	Consolidation Event
UN00006579	ASCC	Transport Equipment. Transport. Service	A transport service for this piece of transport equipment.	Transport Equipment	Transport		Service			0	unbounded	Transport Service
UN00007037	ASCC	Transport Equipment. Delivery. Event	A delivery event for this transport equipment.	Transport Equipment	Delivery		Event			0	unbounded	Delivery Event
UN00008049	ASCC	Transport Equipment. Associated. Document	A document associated with this piece of transport equipment.	Transport Equipment	Associated		Document			0	unbounded	Associated Document
UN00008585	ASCC	Transport Equipment. Applicable. Note	A note providing information applicable to this piece of transport equipment.	Transport Equipment	Applicable		Note			0	unbounded	Applicable Note
UN00008650	ASCC	Transport Equipment. Specified. Risk Analysis Result	A risk analysis result specified for this transport equipment.	Transport Equipment	Specified		Risk Analysis Result			0	unbounded	Risk Analysis Result
UN00008824	ASCC	Transport Equipment. IOT Device. Event	An IOT device event for this piece of transport equipment.	Transport Equipment	IOT Device		Event			0	unbounded	IOT Device Event
UN00008825	ASCC	Transport Equipment. Scheduled. Route	A scheduled route for this piece of transport equipment.	Transport Equipment	Scheduled		Route			0	unbounded	Scheduled Route
UN00008826	ASCC	Transport Equipment. Requested. Route	A requested route for this piece of transport equipment.	Transport Equipment	Requested		Route			0	unbounded	Requested Route
UN00008827	ASCC	Transport Equipment. Actual. Route	An actual route for this piece of transport equipment.	Transport Equipment	Actual		Route			0	unbounded	Actual Route
UN00008828	ASCC	Transport Equipment. IOT Device. Pairing	An IOT device pairing for this piece of transport equipment.	Transport Equipment	IOT Device		Pairing			0	unbounded	IOT Device Pairing
UN00008829	ASCC	Transport Equipment. Related. Event	An event related to this piece of transport equipment.	Transport Equipment	Related		Event			0	unbounded	Related Event
UN00008830	ASCC	Transport Equipment. Attached. IOT Device	An IOT device attached to this piece of transport equipment.	Transport Equipment	Attached		IOT Device			0	unbounded	Attached IOT Device
UN00008831	ASCC	Transport Equipment. Manufacturer. Party	A manufacturer party for this piece of transport equipment.	Transport Equipment	Manufacturer		Party			0	unbounded	Manufacturer Party
UN00001323	ACC	Transport Means. Details	"The device or method used to convey people, goods, animals or other objects from place to place."	Transport Means								Transport Means
UN00001324	BCC	Transport Means. Type. Code	A code specifying a type of transport means.	Transport Means	Type	Code				0	unbounded	Type Code
UN00001325	BCC	Transport Means. Type. Text	A type of transport means expressed as text.	Transport Means	Type	Text				0	unbounded	Type Text
UN00001326	BCC	Transport Means. Identification. Identifier	"A unique identifier for this transport means, such as the International Maritime Organization number for a vessel."	Transport Means	Identification	Identifier				0	unbounded	ID
UN00002029	BCC	Transport Means. Name. Text	"A name, expressed as text, of this means of transport, such as the vessel name."	Transport Means	Name	Text				0	unbounded	Name
UN00002030	BCC	Transport Means. Gross Weight. Measure	"A measure of a gross weight (mass) of this means of transport including cargo, such as the gross tonnage of a vessel in accordance with the provisions of the International Convention on Tonnage Measurement of Ships, 1969."	Transport Means	Gross Weight	Measure				0	unbounded	Gross Weight
UN00002031	BCC	Transport Means. Net Weight. Measure	"A measure of the net weight (mass) of this means of transport, such as the net tonnage of a vessel determined in accordance with the provisions of the International Convention on Tonnage Measurement of Ships, 1969."	Transport Means	Net Weight	Measure		Vessel Net Tonnage		0	unbounded	Net Weight
UN00002950	BCC	Transport Means. Required Lane Length. Measure	The measure of the length required in a lane for this transport means.	Transport Means	Required Lane Length	Measure				0	1	Required Lane Length
UN00002951	BCC	Transport Means. Loaded Cargo. Measure	"A measure of the cargo loaded onto this means of transport, such as the quantity of oil or other quantity of breakbulk cargo."	Transport Means	Loaded Cargo	Measure				0	unbounded	Loaded Cargo Measure
UN00003021	BCC	Transport Means. Length. Measure	The measure of the length of this transport means.	Transport Means	Length	Measure				0	1	Length
UN00003022	BCC	Transport Means. Draught Level. Measure	A measure of the draught level of this transport means.	Transport Means	Draught Level	Measure				0	unbounded	Draught Level Measure
UN00003025	BCC	Transport Means. Cargo Gross Weight. Measure	"The measure of the total gross weight (mass) of all cargo loaded onto this means of transport, including packaging but excluding any associated transport equipment."	Transport Means	Cargo Gross Weight	Measure				0	1	Cargo Gross Weight
