Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	Short Name	"Definition
Mandatory"	Publication comments	Object Class Term Qualifier(s)	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Business Process	Product	Industry	Region (Geopolitical)	Official Constraints	Role	Supporting Role	System Constraints	Example(s)	BIE/CC/DT Version	Ref Library Version	Submitter Name	Ref Component UN ID	Ref CR ID	Unique submitter ID	CR Status Date	CR Status	Library Maintenance Comment	TDED
UN01001790	ASBIE	Progress Monitored_ Project. Actual_ Plan. Project_ Period	Actual Plan Period	The actual plan project period for this progress monitored project.		Progress Monitored	Project	Actual	Plan				Project	Period			3	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001791	ASBIE	Progress Monitored_ Project. Estimated_ Plan. Project_ Period	Estimated Plan Period	The estimated plan project period for this progress monitored project.		Progress Monitored	Project	Estimated	Plan				Project	Period			4	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001792	ASBIE	Progress Monitored_ Project. Reporting_ Plan. Project_ Period	Reporting Plan Period	The reporting plan project period for this progress monitored project.		Progress Monitored	Project	Reporting	Plan				Project	Period			5	0	1	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001793	ASBIE	Progress Monitored_ Project. Baseline. Project Schedule_ Calendar	Schedule Baseline Calendar	A baseline project schedule calendar for this progress monitored project.		Progress Monitored	Project		Baseline				Project Schedule	Calendar			6	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001794	ASBIE	Progress Monitored_ Project. Baseline. Project Reporting_ Calendar	Reporting Baseline Calendar	A baseline project reporting calendar for this progress monitored project.		Progress Monitored	Project		Baseline				Project Reporting	Calendar			7	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001795	ASBIE	Progress Monitored_ Project. Management Reserve. Project_ Cost	Management Reserve Cost	A management reserve set aside for contingencies that is accounted for as a project cost for this progress monitored project.		Progress Monitored	Project		Management Reserve				Project	Cost			8	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001796	ASBIE	Progress Monitored_ Project. Undistributed Budget. Project_ Cost	Undistributed Budget Cost	An undistributed budget item representing project funds that has not been allocated to any task that is accounted for as a project cost for this progress monitored project.		Progress Monitored	Project		Undistributed Budget				Project	Cost			9	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01001797	ASBIE	Progress Monitored_ Project. Overhead. Project_ Cost	Overhead Cost	"An overhead project cost representing the total of indirect costs required to complete a unit of work excluding general and administrative indirect costs for this progress monitored project.  For example, this includes labour and material overhead costs that are specific to the project and are independent of general and administrative overhead costs that are prorated across a pool of projects."		Progress Monitored	Project		Overhead				Project	Cost			10	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.1									
UN01001798	ASBIE	Progress Monitored_ Project. Funds Borrowed. Project_ Cost	Funds Borrowed Cost	A project cost of funds borrowed to finance this progress monitored project.		Progress Monitored	Project		Funds Borrowed				Project	Cost	Cost Of Money		11	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006339	ASBIE	Progress Monitored_ Project. General Administrative_ Overhead. Project_ Cost	General Administrative Overhead Cost	"An overhead project cost representing the portion of the indirect costs specifically related to the direction, control, and administration of a company or other entity for this progress monitored project."		Progress Monitored	Project	General Administrative	Overhead				Project	Cost			12	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006340	ASBIE	Progress Monitored_ Project. Performance Measurement Baseline_ Total. Project_ Cost	Performance Measurement Baseline Total Cost	"A project cost representing the sum of all direct, indirect, funds borrowed, and undistributed budget costs allocated to perform work for the progress monitored project."		Progress Monitored	Project	Performance Measurement Baseline	Total				Project	Cost			13	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006341	ASBIE	Progress Monitored_ Project. Allocated Budget_ Total. Project_ Cost	Allocated Budget Total Cost	A project cost representing the sum of the budget allocated to the performance measurement baseline and any management reserves for this progress monitored project.		Progress Monitored	Project	Allocated Budget	Total				Project	Cost			14	0	unbounded	Project Management	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01000256	ABIE	Project Actualization_ Location. Details	Project Actualization Location	The physical location or place where the project is actualized.		Project Actualization	Location													Tendering	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01000257	BBIE	Project Actualization_ Location. Identification. Identifier	ID	The unique identifier for this project actualization location.		Project Actualization	Location		Identification		Identifier				Address of Construction Work		1	0	1	Tendering	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(3225)
UN01000258	BBIE	Project Actualization_ Location. Name. Text	Name	"The name, expressed as text, of this project actualization location."		Project Actualization	Location		Name		Text						2	0	1	Tendering	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(3224)
UN01000259	BBIE	Project Actualization_ Location. District. Identifier	District ID	The unique identifier for the district of this project actualization location.		Project Actualization	Location		District		Identifier				Division		3	0	1	Tendering	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01000260	ASBIE	Project Actualization_ Location. Postal. Tendering_ Address	Tendering Postal Address	The postal address of this project actualization location in the tendering process.		Project Actualization	Location		Postal				Tendering	Address			1	0	1	Tendering	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006342	ABIE	Project Artefact Profile_ Complex Description. Details	Project Artefact Profile Complex Description	An aggregation of descriptive information consisting of different but related characteristics that together constitute a complex description of a project artefact profile.		Project Artefact Profile	Complex Description													In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006343	BBIE	Project Artefact Profile_ Complex Description. Content. Text	Content Text	"Content, expressed as text, of this complex description of a project artefact profile."		Project Artefact Profile	Complex Description		Content		Text						1	1	unbounded	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006344	ASBIE	Project Artefact Profile_ Complex Description. Subset. Project Artefact Profile_ Complex Description	Subset Complex Description	A complex description subset for this complex description of a project artefact profile.		Project Artefact Profile	Complex Description		Subset				Project Artefact Profile	Complex Description			1	0	unbounded	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006345	ASBIE	Project Artefact Profile_ Complex Description. Registration. Project Artefact_ Identity	Registration Identity	The identity for the registration of this complex description of a project artefact profile.		Project Artefact Profile	Complex Description		Registration				Project Artefact	Identity			2	1	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006346	ASBIE	Project Artefact Profile_ Complex Description. Response. Summary_ Document	Response Summary Document	The response summary document for this complex description of a project artefact profile.		Project Artefact Profile	Complex Description		Response				Summary	Document			3	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006347	ABIE	Project Artefact Retrieval_ Query. Details	Project Artefact Retrieval Query	A formally raised request for project artefact retrieval.		Project Artefact Retrieval	Query													In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006348	BBIE	Project Artefact Retrieval_ Query. Content. Text	Content Text	"The content, expressed as text, of this project artefact retrieval query."		Project Artefact Retrieval	Query		Content		Text						1	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4056)
UN01006349	ASBIE	Project Artefact Retrieval_ Query. Registration. Data Specification_ Identity	Registration Identity	The data specification identity for the registration of this project artefact retrieval query.		Project Artefact Retrieval	Query		Registration				Data Specification	Identity			1	1	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
