Module	#	Kind	Table	No.	Name	DictionaryEntryName	Description	XBRL_GL_TaxonomyElement	ObjectClassTermQualifier	ObjectClassTerm	PropertyTermQualifier	PropertyTerm	DatatypeQualifier	RepresentationTerm	AssociatedObjectClassTermQualifier	AssociatedObjectClass	Datatype	Representation	Level	Key	RefField	RefTable	OccurrenceMin	OccurrenceMax
Inventory	61	BBIE	INV Transaction	30	Transaction Adjustment Cost	ADC_ Inventory Transaction. Adjustment_ Cost. Transaction_ Amount	Per unit increase or decrease in stocking cost as represented in field Inventory_Cost_Method of the INV_On_Hand table.		ADC	Inventory Transaction	Adjustment	Cost	Transaction	Amount			Decimal	%22.4f	1				1	1
Inventory	61	BBIE	INV Transaction	32	inventory System Or External Source	ADC_ Inventory Transaction. System Or External Source. Indicator	Indicator used to show whether the inventory transaction is originated within or outside the Inventory module. I for internally initiated transaction and E for externally initiated one. EXAMPLE Purchase or sale.		ADC	Inventory Transaction		System Or External Source		Indicator			String	%1c	1				1	1
Inventory	61	BBIE	INV Transaction	33	inventory Received and Dispatched Flag	ADC_ Inventory Transaction. Inventory Received and Dispatched. Indicator	"This indicates whether the inventory is received or dispatched. EXAMPLE 0 means inventory received, and 1 means inventory dispatched."		ADC	Inventory Transaction		Inventory Received and Dispatched		Indicator			Boolean	%1c	2				0	1
Inventory	61	ASBIE	INV Transaction	34	Posted Activity	ADC_ Inventory Transaction. Recorded. ADC_ Posted Activity	The unique identifier for the person who posted the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.		ADC	Inventory Transaction		Recorded			ADC	Posted Activity	String	%25s	2	REF	User_ID	BAS_User	0	1
Inventory	61	ASBIE	INV Transaction	37	Created Activity	ADC_ Inventory Transaction. Recorded. ADC_ Created Activity	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Inventory Transaction		Recorded			ADC	Created Activity			1				1	1
Inventory	61	RBIE	INV Transaction	46	GL Line Debit Account Number	ADC_ Inventory Transaction. Debit_ GL Account Number. ADC_ Chart Of Accounts	The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"	ADC	Inventory Transaction	Debit	GL Account Number			ADC	Chart Of Accounts	String	%100s	1	REF	GL_Account_Number	BAS_Chart_Of_Accounts	1	1
Inventory	61	RBIE	INV Transaction	47	GL Line Credit Account Number	ADC_ Inventory Transaction. Credit_ GL Account Number. ADC_ Chart Of Accounts	The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"	ADC	Inventory Transaction	Credit	GL Account Number			ADC	Chart Of Accounts	String	%100s	1	REF	GL_Account_Number	BAS_Chart_Of_Accounts	1	1
Inventory	61	RBIE	INV Transaction	48	Business Segment X	ADC_ Inventory Transaction. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Inventory Transaction		X			ADC	Business Segment	String	%25s	1				1	n
Inventory	62	ABIE	INV Physical Inventory	0		ADC_ Physical Inventory. Details	The quantities on hand as of the date of the physical inventory count as well as the flow information are contained in Table 131.		ADC	Physical Inventory													0	n
Inventory	62	IDBIE	INV Physical Inventory	1	Physical Inventory ID	ADC_ Physical Inventory. ID		"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Physical Inventory		Identification		Identifier									1	1
Inventory	62	ASBIE	INV Physical Inventory	2	Inventory Count Sheet ID	ADC_ Physical Inventory. Corresponding. Code	The unique identifier for the inventory count sheet. Typically auto-generated by the system.		ADC	Physical Inventory		Corresponding		Code					1	PK			1	1
Inventory	62	BBIE	INV Physical Inventory	3	Inventory Count Sheet Number	ADC_ Physical Inventory. Count Sheet Number. Identifier	The number of the inventory count sheet. This number is generated either by manual input or by the system.		ADC	Physical Inventory		Count Sheet Number		Identifier			String	%80s	2				0	1
Inventory	62	ASBIE	INV Physical Inventory	4	Inventory Count Sheet Line ID	ADC_ Physical Inventory. Corresponding. Code	The unique identifier for the inventory count sheet line. Typically autogenerated by the system.		ADC	Physical Inventory		Corresponding		Code					1	PK			1	1
Inventory	62	BBIE	INV Physical Inventory	5	inventory Count Sheet Line Number	ADC_ Physical Inventory. Count Sheet Line Number. identifier	The number of the line of the inventory count sheet. This number is generated either by manual input or by the system.		ADC	Physical Inventory		Count Sheet Line Number		identifier			String	%10s	2				0	1
Inventory	62	RBIE	INV Physical Inventory	6	Inventory Product ID	ADC_ Physical Inventory. Corresponding. ADC_ Product	The unique identifier for the inventory item. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Physical Inventory		Corresponding			ADC	Product	String	%75s	1	REF	Inventory_Product_ID	INV_Product	1	1
Inventory	62	RBIE	INV Physical Inventory	7	Location ID	ADC_ Physical Inventory. Locatied. ADC_ Location	The unique identifier for the organizations. Shall be a valid entry in INV_Location. Typically autogenerated by the system and used for data linking. Shall match the Location_ID in the INV_Location table.		ADC	Physical Inventory		Locatied			ADC	Location	String	%75s	1	REF	Location_ID	INV_Location	1	1
Inventory	62	RBIE	INV Physical Inventory	8	Inventory Organization Code	ADC_ Physical Inventory. Inventory Organization. ADC_ Business Segment	The code of the inventory organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.	gl-bus:organizationIdentifier	ADC	Physical Inventory		Inventory Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Inventory	62	BBIE	INV Physical Inventory	9	Lot Number	ADC_ Physical Inventory. Lot Number. Code	The number associated with a product that is used for tracking and managing the lot.	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For lot only, select ""lot"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Physical Inventory		Lot Number		Code			String	%60s	2				0	1
Inventory	62	BBIE	INV Physical Inventory	10	Serial Number	ADC_ Physical Inventory. Serial Number. Code	"The number associated with an individual product item that is used for tracking and managing (e.g. a company purchases 10 computers, with each computer assigned an individual serial number)."	"For XBRL GL, Serial Number and Lot Number are not two separate Boolean fields, but a selection from an enumerated value and an associated freeform field. For serial only, select ""serial"" from gl-ehm:serialLotCode (enumerated: serial, lot, other, neither)and leave gl-ehm:serialLotDescription (freeform) blank. For both serial and lot tracked, use ""other"" from gl-ehm:serialLotCode and enter SerialAndLot for gl-ehm:serialLotDescription"	ADC	Physical Inventory		Serial Number		Code			String	%60s	2				0	1
Inventory	62	BBIE	INV Physical Inventory	11	Bin ID	ADC_ Physical Inventory. Bin ID. Code	Optional identifier for the sublocation. Code used in the system.		ADC	Physical Inventory		Bin ID		Code			String	%25s	2				0	1
Inventory	62	BBIE	INV Physical Inventory	12	Count Date	ADC_ Physical Inventory. Count. Date	The date of the physical count.		ADC	Physical Inventory		Count		Date			Date	%10c	1				1	1
Inventory	62	ASBIE	INV Physical Inventory	13	System Quantity	ADC_ Physical Inventory. System. ADC_ Measurement Quantity	The actual quantity on hand from physical count in the Basic_UOM_Code.	gl-bus:measurableQuantity	ADC	Physical Inventory		System			ADC	Measurement Quantity			1				1	1
Inventory	62	ASBIE	INV Physical Inventory	14	Physical Count Quantity	ADC_ Physical Inventory. Physical Count. ADC_ Measurement Quantity	The quantity on hand at last physical count when multiple counts are performed in the Basic_UOM_Code.	gl-bus:measurableQuantity	ADC	Physical Inventory		Physical Count			ADC	Measurement Quantity			1				1	1
Inventory	62	BBIE	INV Physical Inventory	15	Comment	ADC_ Physical Inventory. Comment	"Comments on the count, the variances, or other information captured."	gl-cor:entryComment	ADC	Physical Inventory		Comment		Text			String	%200s	1				1	1
Inventory	62	RBIE	INV Physical Inventory	16	Posted User ID	ADC_ Physical Inventory. Posted By. ADC_ User	The unique identifier for the person who posts the record. Typically autogenerated by the system. Shall match the User_ID in the BAS_User table.		ADC	Physical Inventory		Posted By			ADC	User	String	%25s	2	REF	User_ID	BAS_User	0	1
Inventory	62	BBIE	INV Physical Inventory	17	Posted Date	ADC_ Physical Inventory. Posted. Date	The date the transaction is posted.		ADC	Physical Inventory		Posted		Date			Date	%10c	2				0	1
Inventory	62	BBIE	INV Physical Inventory	18	Posted Time	ADC_ Physical Inventory. Posted. Time	The time the particular transaction is posted.		ADC	Physical Inventory		Posted		Time			Time	%8c	2				0	1
Inventory	62	ASBIE	INV Physical Inventory	19	Activity Records	ADC_ Physical Inventory. Recorded. ADC_ Activity Records	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Physical Inventory		Recorded			ADC	Activity Records			1				1	1
Inventory	62	RBIE	INV Physical Inventory	20	Business Segment X	ADC_ Physical Inventory. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Physical Inventory		X			ADC	Business Segment	String	%25s	1				1	n
Inventory	63	ABIE	INV Period Balance	0		ADC_ Inventory Period Balance. Details	"Inventory information regarding its beginning and ending balances, quantities and durational quantities and amounts is contained in Table 133."		ADC	Inventory Period Balance													0	n
Inventory	63	IDBIE	INV Period Balance	1		ADC_ Inventory Period Balance. ID		"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Inventory Period Balance		Identification		Identifier									1	1
Inventory	63	RBIE	INV Period Balance	2	Inventory Product ID	ADC_ Inventory Period Balance. Stored. ADC_ Product	The unique identifier for the inventory item. Typically autogenerated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Inventory Period Balance		Stored			ADC	Product	String	%75s	1	PK/REF	Inventory_Product_ID	INV_Product	1	1
