seq,module,ObjectClassTermQualifier,ObjectClassTerm,num,Kind,Name,Occurrence,PropertyTerm,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassQualifier,ReferencedObjectClass,Description,DictionaryEntryName,Table,PK_REF,RefField,RefTable,Datatype,Representation,XBRLGL
2003,Source Documents,,PPE Change,7,BBIE,Change Date,1..1,Change Date,Date,,,,,The date the changing transaction happens.,PPE Change. Change Date. Date,PPE Change,,,,Date,%10c,gl-cor:documentDate
2004,Source Documents,,PPE Change,8,BBIE,Change Reason,1..1,Reason Code,Code,,,,,The reason why the changing transaction happens.,PPE Change. Reason Code. Code,PPE Change,,,,String,%200s,"gl-cor:documentTypeDescription with gl-cor:documentType of other unless a receipt or shipment, in which case gl-cor:documentType of receipt or shipment"
2005,Source Documents,,PPE Change,9,BBIE,Content Before Change,1..1,Content Before Change,Numeric,,,,,"The content; for example, the method, amount or quantity before changing transaction.",PPE Change. Content Before Change. Numeric,PPE Change,,,,String,%60s,
2006,Source Documents,,PPE Change,10,BBIE,Content After Change,1..1,Content After Change,Numeric,,,,,"The content; for example, the method, amount or quantity after changing transaction.",PPE Change. Content After Change. Numeric,PPE Change,,,,String,%60s,
2007,Source Documents,,PPE Change,11,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",PPE Change. Recorded. Activity Records,PPE Change,,,,,,Use corresponding element of XBRL GL taxonomy.
2008,Source Documents,,PPE Change,20,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Change. X. Business Segment,PPE Change,,,,String,%25s,gl-bus:organizationIdentifier
2009,Source Documents,,PPE Department Allocation,0,ABIE,PPE Department Allocation,0..n,Details,,,,,,"The information about how the related expenses are allocated among departments who benefit from using the PPE, especially the depreciation expenses, is contained in Table 146.",PPE Department Allocation. Details,PPE Department Allocation,,,,,,
2010,Source Documents,,PPE Department Allocation,1,IDBIE,Allocation ID,1..1,Identification,Identifier,,,,,,,PPE Department Allocation,,,,,,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
2011,Source Documents,,PPE Department Allocation,2,RFBIE,PPE ID,1..1,Referenced,,,,,PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match the PPE_ID in the PPE_Master table.,PPE Department Allocation. Related. PPE Master,PPE Department Allocation,PK/REF,PPE_ID,PPE_Master,String,%100s,
2012,Source Documents,,PPE Department Allocation,3,BBIE,Depreciation Allocation Proportion,1..1,Allocation Proportion,Numeric,,,,,The depreciation allocation proportion of each department.,PPE Department Allocation. Allocation Proportion. Numeric,PPE Department Allocation,,,,Decimal,%5.4f,
2013,Source Documents,,PPE Department Allocation,4,RFBIE,Department Code,1..n,Department,,,,,Business Segment,"The code of department rosters. EXAMPLE The department name is IT department, the code is 0018. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",PPE Department Allocation. Department. Business Segment,PPE Department Allocation,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
2014,Source Documents,,PPE Department Allocation,5,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Department Allocation. X. Business Segment,PPE Department Allocation,,,,String,%25s,gl-bus:organizationIdentifier
2015,Source Documents,,PPE Depreciation Method,0,ABIE,PPE Depreciation Method,0..n,Details,,,,,,Transaction history impacting the inventory accounts during the specified time period is contained in Table 129.,PPE Depreciation Method. Details,PPE Depreciation Method,,,,,,
2016,Source Documents,,PPE Depreciation Method,1,IDBIE,Depreciation Method ID,1..1,Identification,Identifier,,,,,The unique identifier for different depreciation methods. Typically autogenerated by the system.,,PPE Depreciation Method,PK,,,String,%60s,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
2017,Source Documents,,PPE Depreciation Method,2,BBIE,Depreciation Method Name,1..1,Depreciation Method,Name,,,,,"The name of the depreciation method. EXAMPLE Depreciation by straightline method, double-declining-balance depreciation method.",PPE Depreciation Method. Depreciation Method. Name,PPE Depreciation Method,,,,String,%60s,gl-bus:dmMethodType
2018,Source Documents,,PPE Depreciation Method,3,BBIE,Depreciation Method Description,0..1,Description,Text,,,,,Description associated with the method.,PPE Depreciation Method. Description. Text,PPE Depreciation Method,,,,String,%1000s,gl-cor:entryComment
2019,Source Documents,,PPE Depreciation Method,4,BBIE,Depreciation Formula,0..1,Depreciation Formula,Text,,,,,The basic formula to calculate the depreciation.,PPE Depreciation Method. Depreciation Formula. Text,PPE Depreciation Method,,,,String,%200s,
2020,Source Documents,,PPE Depreciation Method,5,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Depreciation Method. X. Business Segment,PPE Depreciation Method,,,,String,%25s,gl-bus:organizationIdentifier
2021,Source Documents,,PPE Depreciation,0,ABIE,PPE Depreciation,0..n,Details,,,,,,Transaction history impacting the inventory accounts during the specified time period is contained in Table 129.,PPE Depreciation. Details,,,,,,,
2022,Source Documents,,PPE Depreciation,1,IDBIE,Depreciation ID,1..1,Identification,Identifier,,,,,,,PPE Depreciation,,,,,,"gl-cor:documentRefeence / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
2023,Source Documents,,PPE Depreciation,2,RFBIE,PPE ID,1..1,Referenced,,,,,PPE Master,The unique identifier for the PPE. Typically auto-generated by the system. Shall match a PPE_ID in the PPE_Master table.,PPE Depreciation. Related. PPE Master,PPE Depreciation,PK/REF,PPE_ID,PPE_Master,String,%100s,gl-cor:lineNumberCounter
2024,Source Documents,,PPE Depreciation,3,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Created_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",PPE Depreciation. Fiscal Year. Fiscal Period,PPE Depreciation,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
2025,Source Documents,,PPE Depreciation,5,RFBIE,Depreciation Method ID,1..1,Specify,,,,,Depreciation Method,The field is used to specify the depreciation method. Typically autogenerated by the system. Shall match the Depreciation_Method_ID in the PPE_Depreciation_Method table.,PPE Depreciation. Specify. Depreciation Method,PPE Depreciation,REF,Depreciation_Method_ID,PPE_Depreciation_Method,String,%60s,
2026,Source Documents,,PPE Depreciation,6,BBIE,Useful Life,1..1,Useful Life,Numeric,,,,,Total useful life of PPE in months.,PPE Depreciation. Useful Life. Numeric,PPE Depreciation,,,,Integer,%4d,gl-bus:dmLifeLength
2027,Source Documents,,PPE Depreciation,7,BBIE,Useful Life Remaining,1..1,Useful Life Remaining,Numeric,,,,,Remaining useful life of PPE in months as of the report date.,PPE Depreciation. Useful Life Remaining. Numeric,PPE Depreciation,,,,Integer,%4d,"Rather than remaining life in month, the ending date for depreciation is provided with gl-bus:dmEndDate"
2028,Source Documents,,PPE Depreciation,8,BBIE,Original Cost,1..1,Cost,Amount,,,,,Original cost of PPE.,PPE Depreciation. Cost. Amount,PPE Depreciation,,,,Decimal,%22.4f,
2029,Source Documents,,PPE Depreciation,9,BBIE,Residual Value,0..1,Residual Value,Amount,,,,,Residual value of PPE as of the report date. Mostly it is calculated through an expected residual value ratio.,PPE Depreciation. Residual Value. Amount,PPE Depreciation,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifie r = residual_value
2030,Source Documents,,PPE Depreciation,10,BBIE,Depreciable Basis,0..1,Depreciable Basis,Amount,,,,,"Depreciable basis of PPE, which shows the difference between original cost and residual value.",PPE Depreciation. Depreciable Basis. Amount,PPE Depreciation,,,,Decimal,%22.4f,
2031,Source Documents,,PPE Depreciation,11,BBIE,Depreciation Amount,0..1,Depreciation,Amount,,,,,The amount of the depreciation recognized during the period.,PPE Depreciation. Depreciation. Amount,PPE Depreciation,,,,Decimal,%22.4f,
2032,Source Documents,,PPE Depreciation,12,BBIE,Accumulated Depreciation,1..1,Accountumulated Depreciation,Amount,,,,,The accumulated depreciation of PPE as of the report date.,PPE Depreciation. Accountumulated Depreciation. Amount,PPE Depreciation,,,,Decimal,%22.4f,Using gl-bus:measurableCostPerUnit in a parallel measurable structure with gl-bus:measurableQualifier = accountumulated_depreciation
2033,Source Documents,,PPE Depreciation,13,BBIE,Carrying Amount,1..1,Carrying,Amount,,,,,"The carrying amount of PPE as of the report date, which shows the difference between original cost and accumulated depreciation.",PPE Depreciation. Carrying. Amount,PPE Depreciation,,,,Decimal,%22.4f,
2034,Source Documents,,PPE Depreciation,14,RFBIE,Depreciation Account Number,0..1,GL Account Number,,,,,Chart Of Accounts,The GL account number on which Income Statement amount is recognized for depreciation. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,PPE Depreciation. GL Account Number. Chart Of Accounts,PPE Depreciation,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID
2035,Source Documents,,PPE Depreciation,15,RFBIE,Accumulated Depreciation ACC NUM,0..1,GL Account Number,,,,,Chart Of Accounts,The GL account number on which Balance Sheet amount is recognized for accumulated depreciation. This number is generated either by manual input or by the system. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,PPE Depreciation. GL Account Number. Chart Of Accounts,PPE Depreciation,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID
2036,Source Documents,,PPE Depreciation,16,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",PPE Depreciation. Recorded. Activity Records,PPE Depreciation,,,,,,Use corresponding element of XBRL GL taxonomy.
2037,Source Documents,,PPE Depreciation,24,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",PPE Depreciation. X. Business Segment,PPE Depreciation,,,,String,%25s,gl-bus:organizationIdentifier
2038,Common,,Created Activity,0,ABIE,Created Activity,0..n,Details,,,,,,Create operation,Created Activity. Details,Created Activity,,,,,,
2039,Common,,Created Activity,1,RFBIE,Created By,1..1,By,,,,,User,The unique identifier for the person who created the record.,Created Activity. By. User,Created Activity,,,,,,gl-cor:identifierCode with gl-cor:identifierCategory = systemUser
2040,Common,,Created Activity,2,BBIE,Created Date,1..1,Date,Date,,,,,"The date the transaction was created in the system. This should be a system generated date (rather than usercreated date), when possible. This is sometimes referred to as the creation date.",Created Activity. Date. Date,Created Activity,,,,,,gl-cor:enteredDate
2041,Common,,Created Activity,3,BBIE,Created Time,0..1,Time,Time,,,,,The time this transaction record was created into the system.,Created Activity. Time. Time,Created Activity,,,,,,"(This is included in the ISO 8601 representation of gl-cor:enteredDate, mentioned previously.)"
